date,time,location,latitude,longitude,crime_type,severity,district
2023-11-26,15:34,"26 Mall Road, Jaipur",26.9017,75.7696,Forgery,Medium,Financial District
2023-11-26,16:46,"330 Mall Road, Thane",19.2291,72.9662,SC/ST Atrocity,Medium,Financial District
2023-11-26,18:09,"450 LBS Road, Thane",19.2535,72.9412,IT Act Violation,Medium,New Town
2023-11-26,23:45,"754 Hill Road, Tirunelveli",8.7595,77.7074,Dowry Death,Critical,Suburban
2023-11-27,15:27,"843 MG Road, Agra",27.218,78.0151,Fraud,Low,Airport Area
2023-11-27,15:28,"990 Gandhi Nagar, Chennai",13.0932,80.3171,Mischief,Medium,Market Area
2023-11-27,18:37,"55 Beach Road, Ranchi",23.393,85.2996,Economic Offence,Low,Government Quarter
2023-11-27,19:53,"485 Express Highway, Varanasi",25.2991,82.9841,Motor Vehicle Theft,Medium,Downtown
2023-11-27,21:00,"503 Lake Road, Agra",27.1673,78.0438,Honor Killing,High,Residential Area
2023-11-28,13:48,"691 Raj Path, Ghaziabad",28.6777,77.4272,Criminal Intimidation,High,IT Hub
2023-11-28,14:35,"677 Cantonment, Amritsar",31.6766,74.8763,Arson,Medium,Residential Area
2023-11-28,16:32,"974 Hill Road, Thane",19.2007,72.9696,Rape,High,Airport Area
2023-11-28,16:35,"919 Hill Road, Bhopal",23.2811,77.3745,Assault,High,Old City
2023-11-28,16:38,"152 Gandhi Nagar, Bangalore",12.9431,77.6303,Fraud,High,Mall Area
2023-11-28,18:14,"670 Beach Road, Vadodara",22.3256,73.216,Robbery,High,Hospital Area
2023-11-29,07:00,"474 River Road, Bhubaneswar",20.341,85.8136,Vandalism,High,Industrial Area
2023-11-29,08:08,"993 Cross Road, Patna",25.635,85.1206,Corruption,Medium,Hospital Area
2023-11-29,08:45,"456 Beach Road, Thane",19.184,72.9917,House Breaking,Low,Railway Station Area
2023-11-29,11:06,"347 Church Street, Ghaziabad",28.6577,77.454,Fraud,Low,Bus Terminal Area
2023-11-29,14:01,"79 SV Road, Hyderabad",17.4147,78.4677,Dacoity,Medium,Government Quarter
2023-11-29,17:04,"586 Brigade Road, Vasai-Virar",19.5132,72.7919,Forgery,High,New Town
2023-11-29,19:08,"894 MG Road, Gwalior",26.2551,78.1819,Causing Hurt,Low,Railway Station Area
2023-11-29,20:48,"314 Beach Road, Coimbatore",10.9723,76.9385,Cybercrime,High,Shopping Complex
2023-11-30,09:04,"773 Brigade Road, Salem",11.6376,78.1643,Cybercrime,Medium,Downtown
2023-11-30,15:22,"513 MG Road, Kalyan-Dombivli",19.2033,73.1148,Extortion,High,Central
2023-11-30,17:26,"982 River Road, Jodhpur",26.2438,73.0387,Causing Hurt,Medium,IT Hub
2023-11-30,19:27,"782 Residency Road, Ludhiana",30.8788,75.8288,Domestic Violence,Medium,East
2023-12-01,13:16,"747 Hill Road, Thiruvananthapuram",8.4807,76.9287,Economic Offence,Low,Airport Area
2023-12-01,14:31,"509 MG Road, Patna",25.5643,85.181,Kidnapping,Critical,University Area
2023-12-01,14:37,"529 National Highway, Indore",22.6947,75.8973,Criminal Breach of Trust,High,Central
2023-12-01,15:41,"827 River Road, Guwahati",26.102,91.7724,Burglary,Low,Airport Area
2023-12-01,16:33,"691 Church Street, Varanasi",25.2992,82.9247,Robbery,Medium,Market Area
2023-12-02,10:15,"94 Lake Road, Ahmedabad",23.0642,72.5601,Extortion,Medium,South
2023-12-02,12:02,"914 Market Street, Indore",22.6795,75.9027,Dacoity,Medium,Mall Area
2023-12-02,12:45,"936 MG Road, Pune",18.5485,73.9034,Fraud,Low,Financial District
2023-12-02,13:37,"320 Outer Ring Road, Meerut",29.0041,77.7114,Criminal Intimidation,Medium,Market Area
2023-12-02,18:00,"770 Circle, Cuttack",20.423,85.891,Missing Person,Low,South
2023-12-02,18:40,"74 Linking Road, Kolkata",22.5744,88.3764,Forgery,Low,Hospital Area
2023-12-02,19:03,"92 Cantonment, Madurai",9.9583,78.0886,Defamation,Low,Railway Station Area
2023-12-03,14:36,"217 National Highway, Dehradun",30.3528,78.0107,Acid Attack,Critical,Market Area
2023-12-03,15:20,"241 Church Street, Tirunelveli",8.7053,77.7105,Mischief,Medium,South
2023-12-03,15:27,"808 Mall Road, Chandigarh",30.7627,76.7429,Arson,High,Central
2023-12-03,19:05,"415 Linking Road, Kanpur",26.4293,80.3562,Arms Act,Medium,Residential Area
2023-12-03,23:00,"653 Park Street, Thane",19.2289,72.9778,Fraud,Medium,North
2023-12-04,11:05,"846 Raj Path, Tirunelveli",8.7186,77.7958,Extortion,Medium,Central
2023-12-04,11:34,"965 Civil Lines, Imphal",24.811,93.9235,Burglary,Medium,Shopping Complex
2023-12-04,18:08,"939 Hill Road, Amritsar",31.6023,74.8989,Vandalism,High,University Area
2023-12-04,18:52,"298 Commercial Street, Tiruchirappalli",10.7413,78.74,Property Dispute,Medium,Downtown
2023-12-04,19:19,"3 Express Highway, Nagpur",21.1423,79.1253,Eve Teasing,Low,Airport Area
2023-12-04,20:02,"490 MG Road, Meerut",28.9747,77.6863,Criminal Intimidation,Low,Financial District
2023-12-04,20:40,"63 Outer Ring Road, Thane",19.1905,72.9707,Drug Trafficking,Medium,IT Hub
2023-12-05,00:10,"677 Mall Road, Pune",18.5351,73.8675,Attempt to Murder,High,South
2023-12-05,09:12,"487 River Road, Faridabad",28.4543,77.335,Forgery,Low,South
2023-12-05,12:30,"101 Linking Road, Guwahati",26.1329,91.7401,Juvenile Crime,Medium,Mall Area
2023-12-05,16:41,"856 Hill Road, Nagpur",21.1578,79.1004,Grievous Hurt,Low,Suburban
2023-12-05,16:47,"878 LBS Road, Hyderabad",17.4273,78.5143,Eve Teasing,Low,Market Area
2023-12-05,19:54,"854 National Highway, Vasai-Virar",19.4632,72.811,Human Trafficking,Critical,Government Quarter
2023-12-05,20:39,"705 Market Street, Coimbatore",11.0407,76.9911,Criminal Breach of Trust,Medium,Downtown
2023-12-05,20:41,"183 Commercial Street, Tiruchirappalli",10.7701,78.7107,Arson,Low,Bus Terminal Area
2023-12-07,06:55,"819 Circle, Amritsar",31.639,74.8984,Burglary,Low,IT Hub
2023-12-07,11:14,"547 SV Road, Jamshedpur",22.8199,86.2508,Criminal Breach of Trust,Medium,Bus Terminal Area
2023-12-07,11:16,"148 Raj Path, Pune",18.5408,73.8531,Domestic Violence,High,Airport Area
2023-12-07,14:22,"960 State Highway, Visakhapatnam",17.7233,83.1896,Robbery,High,Hospital Area
2023-12-07,14:39,"159 Lake Road, Coimbatore",10.9894,76.9923,IT Act Violation,Medium,Shopping Complex
2023-12-07,16:00,"530 Lake Road, Lucknow",26.8463,80.9309,Dacoity,Medium,Commercial District
2023-12-07,18:09,"41 Mall Road, Jabalpur",23.2237,79.9516,Cheating,Medium,Mall Area
2023-12-07,20:25,"409 Inner Ring Road, Faridabad",28.3958,77.3631,Corruption,Medium,Market Area
2023-12-08,11:27,"972 Main Road, Chennai",13.0392,80.247,Theft,Low,New Town
2023-12-08,14:19,"984 Outer Ring Road, Kalyan-Dombivli",19.2521,73.1308,Narcotic Drugs Act,High,Market Area
2023-12-08,16:30,"237 Nehru Street, Kanpur",26.4284,80.2826,Arson,Medium,Suburban
2023-12-08,17:57,"215 Mall Road, Kanpur",26.4396,80.3454,Arms Act,Low,Bus Terminal Area
2023-12-08,18:35,"846 Church Street, Coimbatore",11.0425,76.986,Cybercrime,Medium,Industrial Area
2023-12-08,19:25,"707 Civil Lines, Cuttack",20.4784,85.875,Arson,High,Commercial District
2023-12-08,20:52,"667 Residency Road, Amritsar",31.6645,74.8623,Rape,High,Hospital Area
2023-12-08,22:05,"849 Mall Road, Jodhpur",26.2771,73.0252,IT Act Violation,Low,Market Area
2023-12-09,16:01,"264 Main Road, Kota",25.2079,75.8926,Kidnapping,High,Commercial District
2023-12-09,16:23,"274 LBS Road, Pune",18.5547,73.8569,Motor Vehicle Theft,Medium,University Area
2023-12-09,18:37,"416 Commercial Street, Meerut",28.997,77.7276,Criminal Intimidation,Low,IT Hub
2023-12-10,08:38,"540 Market Street, Kota",25.2586,75.8488,Economic Offence,Low,Bus Terminal Area
2023-12-10,10:25,"291 LBS Road, Chennai",13.0626,80.3149,Criminal Breach of Trust,Medium,Shopping Complex
2023-12-10,13:05,"872 MG Road, Bhopal",23.2461,77.3829,Dishonor of Cheque,Low,New Town
2023-12-10,16:21,"784 Civil Lines, Nashik",19.9498,73.8202,Murder,Critical,Residential Area
2023-12-11,09:43,"664 Mall Road, Amritsar",31.6813,74.8875,Acid Attack,Critical,Residential Area
2023-12-11,12:44,"577 Church Street, Agra",27.2215,78.0145,Burglary,Low,Government Quarter
2023-12-11,14:21,"828 Linking Road, Bhopal",23.2191,77.3953,Burglary,Low,Market Area
2023-12-11,14:30,"205 Raj Path, Coimbatore",11.0463,76.9076,Arms Act Violation,Critical,Market Area
2023-12-11,15:26,"933 Church Street, Patna",25.5601,85.1424,Honor Killing,Critical,Mall Area
2023-12-11,19:33,"986 Hill Road, Kanpur",26.4576,80.3032,Murder,High,Financial District
2023-12-12,12:09,"284 Raj Path, Madurai",9.9086,78.1392,Child Abuse,Medium,Financial District
2023-12-12,15:12,"358 Inner Ring Road, Delhi",28.6558,77.096,Forgery,High,University Area
2023-12-12,16:50,"801 Market Street, Dehradun",30.3061,78.0762,Acid Attack,High,University Area
2023-12-12,16:59,"888 Raj Path, Salem",11.6949,78.1035,Mischief,High,Old City
2023-12-12,18:06,"608 Market Street, Mumbai",19.0473,72.8355,Arson,Medium,University Area
2023-12-12,18:45,"152 Raj Path, Chandigarh",30.7317,76.7479,Unlawful Assembly,Medium,Old City
2023-12-12,18:50,"876 Residency Road, Tirunelveli",8.7605,77.7431,Arson,Medium,Financial District
2023-12-12,20:38,"820 Main Road, Delhi",28.6853,77.1154,Domestic Violence,Medium,Bus Terminal Area
2023-12-12,21:41,"765 SV Road, Coimbatore",11.026,76.9348,Unlawful Assembly,Medium,Hospital Area
2023-12-13,00:54,"182 Beach Road, Lucknow",26.8031,80.9604,Motor Vehicle Theft,High,West
2023-12-13,08:57,"471 Mall Road, Ludhiana",30.892,75.9024,Vandalism,Medium,Suburban
2023-12-13,13:12,"954 Brigade Road, Jaipur",26.9088,75.7924,IT Act Violation,Low,Mall Area
2023-12-13,19:34,"227 Gandhi Nagar, Tiruchirappalli",10.7943,78.6949,IT Act Violation,Low,Financial District
2023-12-13,19:50,"139 Park Street, Imphal",24.8335,93.9421,Motor Vehicle Theft,Medium,North
2023-12-13,20:03,"419 SV Road, Varanasi",25.276,82.9747,Assault,High,East
2023-12-13,20:05,"298 River Road, Salem",11.6737,78.1624,Eve Teasing,Low,Residential Area
2023-12-14,12:13,"358 Inner Ring Road, Cuttack",20.483,85.8645,Arson,Low,Commercial District
2023-12-14,15:47,"412 Hill Road, Hyderabad",17.3582,78.4556,Cybercrime,Medium,Industrial Area
2023-12-14,17:39,"574 Circle, Cuttack",20.4403,85.8626,Narcotic Drugs Act,Medium,University Area
2023-12-14,21:40,"613 SV Road, Raipur",21.2252,81.5855,Arson,Medium,North
2023-12-15,13:56,"920 National Highway, Tiruchirappalli",10.7669,78.6681,IT Act Violation,High,Residential Area
2023-12-15,19:14,"584 Hill Road, Vasai-Virar",19.5163,72.805,Grievous Hurt,High,Market Area
2023-12-15,19:26,"825 Brigade Road, Surat",21.2185,72.8217,Causing Hurt,Low,Airport Area
2023-12-16,09:18,"83 Market Street, Udaipur",24.5993,73.755,Cheating,Medium,Bus Terminal Area
2023-12-16,13:08,"679 LBS Road, Madurai",9.8959,78.1023,Cybercrime,Medium,University Area
2023-12-16,14:27,"362 SV Road, Nagpur",21.0998,79.0839,Dishonor of Cheque,Low,Mall Area
2023-12-16,16:44,"96 Outer Ring Road, Jodhpur",26.2405,73.0453,Grievous Hurt,Low,East
2023-12-16,17:38,"758 Inner Ring Road, Jaipur",26.9622,75.8125,Arms Act Violation,High,Commercial District
2023-12-16,21:22,"84 Cantonment, Ahmedabad",22.9751,72.5377,Honor Killing,High,North
2023-12-17,11:17,"865 Outer Ring Road, Dehradun",30.2822,78.0538,IT Act Violation,Low,Shopping Complex
2023-12-17,12:28,"394 Circle, Gwalior",26.2046,78.1852,Motor Vehicle Theft,Medium,University Area
2023-12-17,14:15,"326 Park Street, Haridwar",29.9874,78.153,Assault,High,West
2023-12-17,16:54,"839 SV Road, Ranchi",23.3118,85.2745,Juvenile Crime,Low,Central
2023-12-17,17:07,"970 Market Street, Salem",11.6944,78.1613,Arms Act Violation,High,Hospital Area
2023-12-18,10:43,"268 National Highway, Delhi",28.7238,77.117,Kidnapping,High,Financial District
2023-12-18,11:16,"684 Nehru Street, Gwalior",26.1786,78.1439,Fraud,High,New Town
2023-12-18,14:20,"632 Market Street, Hyderabad",17.3479,78.4542,Forgery,Medium,Mall Area
2023-12-18,15:30,"793 Nehru Street, Patna",25.5642,85.1562,Unlawful Assembly,Low,Suburban
2023-12-18,16:20,"201 National Highway, Jamshedpur",22.8231,86.2522,Mischief,High,Hospital Area
2023-12-18,18:18,"240 Civil Lines, Cuttack",20.4985,85.8399,Fraud,Low,Hospital Area
2023-12-18,23:44,"335 Main Road, Ranchi",23.3084,85.2985,Dacoity,Low,University Area
2023-12-19,11:34,"397 Circle, Ghaziabad",28.6504,77.4066,Vandalism,Low,West
2023-12-19,14:57,"609 Brigade Road, Jodhpur",26.274,73.044,Kidnapping,High,Market Area
2023-12-19,15:14,"63 Cross Road, Bhubaneswar",20.2496,85.8688,Unlawful Assembly,Low,Mall Area
2023-12-19,20:55,"846 Commercial Street, Jabalpur",23.1774,79.959,Theft,Low,Suburban
2023-12-20,17:34,"195 Hill Road, Guwahati",26.1761,91.7599,IT Act Violation,Low,South
2023-12-20,19:48,"680 State Highway, Jodhpur",26.1988,73.0263,Unlawful Assembly,High,Old City
2023-12-21,09:12,"223 Express Highway, Bhubaneswar",20.3139,85.7982,Extortion,High,IT Hub
2023-12-21,12:13,"71 Hill Road, Vasai-Virar",19.5217,72.8728,House Breaking,Low,IT Hub
2023-12-21,13:23,"142 Residency Road, Ahmedabad",22.9747,72.5621,Assault,Medium,Central
2023-12-21,13:37,"991 Outer Ring Road, Bhubaneswar",20.2874,85.8213,Motor Vehicle Theft,Low,University Area
2023-12-21,16:25,"541 Linking Road, Hyderabad",17.3661,78.5111,Criminal Intimidation,Medium,Central
2023-12-21,16:52,"844 Civil Lines, Jamshedpur",22.8309,86.1957,Cheating,Low,Mall Area
2023-12-21,18:17,"936 Cross Road, Udaipur",24.6144,73.6883,Rioting,Low,University Area
2023-12-22,13:16,"911 Beach Road, Salem",11.6285,78.1475,Rioting,Low,Government Quarter
2023-12-22,13:29,"723 State Highway, Pimpri-Chinchwad",18.5885,73.8183,Domestic Violence,Medium,Residential Area
2023-12-22,16:36,"340 Main Road, Vadodara",22.3047,73.1329,Dishonor of Cheque,Low,East
2023-12-22,19:57,"350 Church Street, Ludhiana",30.8536,75.8638,Arson,High,Central
2023-12-23,09:33,"548 SV Road, Bangalore",12.9701,77.5866,Fraud,Low,University Area
2023-12-23,11:10,"995 Station Road, Jamshedpur",22.7801,86.2292,Motor Vehicle Theft,Medium,Old City
2023-12-23,14:21,"448 Circle, Gwalior",26.2049,78.1801,Kidnapping,High,Market Area
2023-12-23,15:09,"739 MG Road, Madurai",9.9528,78.0874,Rioting,High,Bus Terminal Area
2023-12-23,16:16,"691 Park Street, Chennai",13.0508,80.2479,Kidnapping,High,Commercial District
2023-12-23,18:08,"366 River Road, Jaipur",26.9461,75.7607,Cybercrime,Medium,South
2023-12-23,18:20,"205 Church Street, Haridwar",29.9794,78.1244,Dishonor of Cheque,Medium,Old City
2023-12-23,18:58,"497 SV Road, Jaipur",26.8951,75.8122,Cheating,Low,South
2023-12-23,19:41,"358 SV Road, Pimpri-Chinchwad",18.6222,73.7873,Robbery,Medium,Commercial District
2023-12-23,20:49,"553 Raj Path, Indore",22.6834,75.8412,Counterfeiting,Medium,Hospital Area
2023-12-24,17:42,"963 Park Street, Jabalpur",23.1788,80.0306,Assault,Medium,Shopping Complex
2023-12-24,18:28,"874 Linking Road, Bhubaneswar",20.288,85.8213,Vandalism,High,North
2023-12-24,21:41,"329 Market Street, Vadodara",22.2866,73.1627,Forgery,Medium,Mall Area
2023-12-25,06:36,"217 Linking Road, Raipur",21.2303,81.6454,House Breaking,Medium,Government Quarter
2023-12-25,13:21,"924 Hill Road, Madurai",9.9527,78.1555,IT Act Violation,Medium,Bus Terminal Area
2023-12-25,17:36,"648 Commercial Street, Delhi",28.7479,77.0575,Extortion,Medium,Industrial Area
2023-12-25,19:12,"596 Station Road, Cuttack",20.4303,85.8538,Murder,High,Downtown
2023-12-25,19:15,"53 Linking Road, Kolkata",22.6146,88.3357,Corruption,Low,Bus Terminal Area
2023-12-26,10:27,"463 Brigade Road, Jaipur",26.8884,75.8178,Mischief,Low,Industrial Area
2023-12-26,13:02,"573 Brigade Road, Jaipur",26.9189,75.7462,Motor Vehicle Theft,Medium,Mall Area
2023-12-26,18:25,"12 Express Highway, Chennai",13.0634,80.2292,Robbery,Medium,Market Area
2023-12-27,07:30,"574 Station Road, Pune",18.5532,73.8409,Motor Vehicle Theft,Low,South
2023-12-27,09:02,"872 Linking Road, Gwalior",26.2178,78.1598,Assault,High,North
2023-12-27,13:59,"655 Nehru Street, Cuttack",20.4195,85.8891,Criminal Intimidation,Low,North
2023-12-27,15:53,"727 Market Street, Visakhapatnam",17.7287,83.2187,Child Abuse,Medium,IT Hub
2023-12-27,15:54,"782 Mall Road, Madurai",9.9603,78.0983,Narcotic Drugs Act,Medium,Commercial District
2023-12-27,16:04,"829 Brigade Road, Jodhpur",26.2269,73.0155,Burglary,Medium,Downtown
2023-12-27,17:05,"676 State Highway, Agra",27.1826,78.0454,Forgery,Medium,Suburban
2023-12-27,17:28,"890 Nehru Street, Faridabad",28.3749,77.2826,Assault,High,Downtown
2023-12-28,09:13,"286 Circle, Tiruchirappalli",10.7633,78.6709,Rioting,Medium,University Area
2023-12-28,11:29,"757 Park Street, Jamshedpur",22.7879,86.1602,Drug Trafficking,High,Commercial District
2023-12-28,11:39,"825 Commercial Street, Chennai",13.0808,80.3011,Criminal Breach of Trust,Medium,North
2023-12-28,11:45,"521 Market Street, Cuttack",20.4763,85.9122,IT Act Violation,Low,East
2023-12-28,12:47,"640 Cross Road, Tiruchirappalli",10.8038,78.6748,SC/ST Atrocity,Low,Residential Area
2023-12-28,16:09,"253 Market Street, Nashik",20.0323,73.7457,Mischief,Low,Hospital Area
2023-12-28,17:14,"28 National Highway, Agra",27.2081,78.0239,IT Act Violation,Medium,Commercial District
2023-12-29,11:20,"465 Outer Ring Road, Faridabad",28.4584,77.3209,Burglary,Low,Bus Terminal Area
2023-12-29,13:39,"415 Gandhi Nagar, Patna",25.6077,85.1214,Honor Killing,High,Industrial Area
2023-12-29,14:36,"369 Nehru Street, Gwalior",26.176,78.1783,Counterfeiting,Low,Government Quarter
2023-12-29,14:41,"486 Station Road, Nashik",19.9659,73.7785,Dishonor of Cheque,Medium,Downtown
2023-12-29,16:58,"595 Church Street, Ludhiana",30.9224,75.8596,Motor Vehicle Theft,Low,Hospital Area
2023-12-29,22:32,"376 Nehru Street, Pimpri-Chinchwad",18.6209,73.8043,Domestic Violence,Medium,North
2023-12-30,09:08,"44 Civil Lines, Lucknow",26.8169,80.9251,Criminal Breach of Trust,Medium,Industrial Area
2023-12-30,09:51,"110 Lake Road, Pimpri-Chinchwad",18.6417,73.8221,Cybercrime,Medium,Residential Area
2023-12-30,10:22,"673 Circle, Indore",22.7075,75.866,Burglary,Medium,West
2023-12-30,11:58,"916 MG Road, Nagpur",21.1281,79.0675,Burglary,Medium,Suburban
2023-12-30,14:05,"733 Raj Path, Kalyan-Dombivli",19.2203,73.1744,Fraud,Low,Market Area
2023-12-30,15:41,"709 Linking Road, Cuttack",20.5113,85.8555,Causing Hurt,Low,Suburban
2023-12-30,17:21,"457 Circle, Jaipur",26.9211,75.8221,Kidnapping,Critical,Financial District
2023-12-31,09:48,"945 Park Street, Raipur",21.2823,81.5875,Cybercrime,Medium,Financial District
2023-12-31,11:04,"803 State Highway, Kolkata",22.5494,88.3519,Burglary,Medium,West
2023-12-31,16:55,"183 Beach Road, Nashik",19.972,73.8328,Theft,Medium,North
2023-12-31,17:10,"376 Residency Road, Rajkot",22.2644,70.8246,Corruption,High,Hospital Area
2023-12-31,17:14,"225 Inner Ring Road, Jodhpur",26.244,73.0442,Kidnapping,High,Shopping Complex
2024-01-01,07:30,"650 Outer Ring Road, Vadodara",22.3564,73.1728,Robbery,Medium,Financial District
2024-01-01,11:00,"947 Circle, Raipur",21.2566,81.6118,Robbery,High,Government Quarter
2024-01-01,17:44,"302 Hill Road, Faridabad",28.403,77.3462,Child Abuse,High,Suburban
2024-01-01,18:38,"137 Commercial Street, Kochi",9.9243,76.2937,Domestic Violence,Medium,Suburban
2024-01-01,19:35,"606 River Road, Bhubaneswar",20.2992,85.8646,Criminal Intimidation,Low,Railway Station Area
2024-01-01,21:10,"609 National Highway, Nagpur",21.161,79.0405,Assault,Medium,North
2024-01-02,12:05,"725 SV Road, Thiruvananthapuram",8.5387,76.8905,Unlawful Assembly,Low,Financial District
2024-01-02,17:27,"757 Main Road, Cuttack",20.4659,85.8673,Motor Vehicle Theft,Medium,University Area
2024-01-02,17:36,"866 State Highway, Vadodara",22.3088,73.2229,Arson,Low,North
2024-01-03,10:01,"300 Lake Road, Vasai-Virar",19.49,72.8623,Extortion,Medium,Market Area
2024-01-03,16:26,"418 River Road, Pune",18.4937,73.8542,Dishonor of Cheque,Low,Central
2024-01-04,07:54,"675 Cantonment, Jamshedpur",22.7686,86.2314,Arson,Medium,Market Area
2024-01-04,11:53,"154 LBS Road, Coimbatore",10.9678,76.9474,Mischief,Medium,South
2024-01-04,13:37,"821 Cantonment, Chennai",13.1011,80.2711,Robbery,High,Industrial Area
2024-01-04,13:48,"466 Express Highway, Udaipur",24.5391,73.6743,Criminal Breach of Trust,Low,West
2024-01-04,14:09,"754 River Road, Nashik",19.9801,73.7843,Grievous Hurt,Medium,Market Area
2024-01-04,14:50,"468 SV Road, Udaipur",24.5585,73.7453,Vandalism,Low,New Town
2024-01-04,15:57,"964 Cantonment, Bhubaneswar",20.2759,85.7854,Motor Vehicle Theft,Medium,Downtown
2024-01-04,18:59,"594 SV Road, Cuttack",20.4636,85.896,Cybercrime,Medium,Commercial District
2024-01-04,22:11,"626 Commercial Street, Ranchi",23.307,85.2997,Burglary,High,University Area
2024-01-05,11:23,"902 Cross Road, Tiruchirappalli",10.7981,78.6897,Vandalism,Low,Suburban
2024-01-05,14:44,"50 Church Street, Chandigarh",30.7475,76.7835,Kidnapping,High,University Area
2024-01-05,16:24,"503 Main Road, Kochi",9.9576,76.2742,Domestic Violence,Medium,Airport Area
2024-01-05,17:48,"665 Mall Road, Kochi",9.8879,76.2587,Fraud,Low,Residential Area
2024-01-05,19:50,"719 Raj Path, Nashik",19.9492,73.8316,IT Act Violation,Low,Bus Terminal Area
2024-01-06,10:00,"508 Station Road, Jamshedpur",22.8515,86.2329,Forgery,Low,South
2024-01-06,14:45,"270 Gandhi Nagar, Ahmedabad",23.0169,72.5646,House Breaking,Low,West
2024-01-07,00:58,"304 SV Road, Jamshedpur",22.7678,86.1656,Cybercrime,Medium,South
2024-01-07,06:16,"741 Market Street, Kanpur",26.4883,80.3617,Causing Hurt,High,Suburban
2024-01-07,08:23,"885 Hill Road, Kochi",9.9523,76.2382,Criminal Breach of Trust,High,Suburban
2024-01-07,09:18,"495 LBS Road, Thiruvananthapuram",8.5446,76.9281,Assault,High,Industrial Area
2024-01-07,09:42,"54 National Highway, Pune",18.5095,73.8375,IT Act Violation,Low,Central
2024-01-07,15:15,"872 Circle, Vasai-Virar",19.457,72.7976,Assault,Medium,Mall Area
2024-01-07,18:48,"556 SV Road, Cuttack",20.4905,85.9306,Extortion,Medium,North
2024-01-07,18:57,"452 National Highway, Thane",19.2068,73.0196,Criminal Breach of Trust,Medium,Hospital Area
2024-01-08,11:38,"521 Circle, Surat",21.1301,72.8352,Mischief,Low,Industrial Area
2024-01-08,16:57,"945 Church Street, Ghaziabad",28.6752,77.5002,Theft,Low,Railway Station Area
2024-01-08,18:07,"462 Raj Path, Bhopal",23.2787,77.4526,Human Trafficking,High,New Town
2024-01-08,22:49,"147 State Highway, Coimbatore",10.9905,76.9837,Burglary,High,Financial District
2024-01-09,08:32,"891 Station Road, Chandigarh",30.7755,76.8168,IT Act Violation,Medium,Airport Area
2024-01-09,10:47,"804 Inner Ring Road, Dehradun",30.339,78.0476,Juvenile Crime,Medium,IT Hub
2024-01-09,11:02,"816 Linking Road, Tirunelveli",8.749,77.7805,Dowry Death,High,New Town
2024-01-09,11:04,"707 Mall Road, Kalyan-Dombivli",19.2862,73.0946,Kidnapping,Critical,Financial District
2024-01-09,15:21,"518 LBS Road, Indore",22.7383,75.893,Honor Killing,High,Commercial District
2024-01-09,16:30,"988 Inner Ring Road, Pune",18.5385,73.8204,Arms Act Violation,High,Downtown
2024-01-09,23:30,"907 Nehru Street, Imphal",24.8437,93.9567,Child Abuse,High,Central
2024-01-10,12:04,"504 River Road, Mumbai",19.119,72.8486,Rape,Critical,South
2024-01-10,16:14,"91 Nehru Street, Chennai",13.1321,80.307,Juvenile Crime,Medium,New Town
2024-01-10,17:29,"664 Station Road, Bhubaneswar",20.3333,85.7938,Arms Act Violation,High,Financial District
2024-01-10,17:32,"49 Beach Road, Bhopal",23.2418,77.4088,Criminal Intimidation,Low,Hospital Area
2024-01-11,12:22,"949 Hill Road, Jodhpur",26.2257,73.0262,Burglary,Medium,Old City
2024-01-11,15:22,"585 Outer Ring Road, Faridabad",28.4575,77.2727,Mischief,Low,Central
2024-01-11,15:44,"672 Cross Road, Faridabad",28.4083,77.2922,Unlawful Assembly,Low,Central
2024-01-11,15:56,"90 Cantonment, Imphal",24.7899,93.9504,Robbery,Medium,IT Hub
2024-01-11,16:43,"646 Nehru Street, Jabalpur",23.1549,80.0115,Narcotic Drugs Act,Low,Mall Area
2024-01-11,22:29,"113 Raj Path, Cuttack",20.4415,85.8609,Robbery,High,Financial District
2024-01-12,04:19,"844 Outer Ring Road, Guwahati",26.1242,91.7673,Domestic Violence,High,Airport Area
2024-01-12,16:05,"554 Brigade Road, Varanasi",25.2725,82.9632,Criminal Breach of Trust,Medium,Financial District
2024-01-12,17:48,"419 Nehru Street, Ranchi",23.3219,85.3309,Economic Offence,Low,Market Area
2024-01-13,14:12,"39 Cross Road, Surat",21.1807,72.7827,Grievous Hurt,Medium,Hospital Area
2024-01-13,14:20,"864 Market Street, Thiruvananthapuram",8.5043,76.9262,Cheating,Low,South
2024-01-13,15:44,"849 Lake Road, Amritsar",31.6249,74.8277,Causing Hurt,Low,Suburban
2024-01-13,19:08,"224 SV Road, Pimpri-Chinchwad",18.6668,73.788,Narcotic Drugs Act,Low,South
2024-01-13,22:19,"678 Commercial Street, Jodhpur",26.2397,72.986,Mischief,Medium,Suburban
2024-01-14,07:09,"126 Beach Road, Kolkata",22.5434,88.3395,Vandalism,Low,Mall Area
2024-01-14,16:48,"323 Hill Road, Salem",11.6397,78.1934,Forgery,Medium,Old City
2024-01-14,17:57,"335 Commercial Street, Vadodara",22.3079,73.1979,Theft,Low,Mall Area
2024-01-14,18:01,"240 Commercial Street, Surat",21.1845,72.8661,Cheating,Medium,IT Hub
2024-01-14,18:53,"783 Station Road, Kolkata",22.5248,88.3218,Murder,Critical,Financial District
2024-01-14,19:56,"826 State Highway, Vasai-Virar",19.5196,72.8092,IT Act Violation,Low,Bus Terminal Area
2024-01-15,08:31,"831 Nehru Street, Raipur",21.2143,81.5799,Forgery,High,Mall Area
